"site","years","rest_ha_yr","scenario"
"X101_Eastern.Banks",47,57.9942650711321,"PR2"
"X158_Eastern.Banks",47,39.7642637055236,"PR2"
"W27_Esperance.Bay",47,5.22329008874876,"PR2"
"X158_Moreton.Banks",47,14.3016104175689,"PR2"
"W26.346_Wallis.Lake",47,11.9141316950656,"PR2"
"X244_Bottelary",47,0.333537217315792,"PR2"
"W28_Warnbro.Sound",47,2.02881725055261,"PR2"
"X101_Amity",47,8.44778817733764,"PR2"
"X101_Wanga.Wallen",47,1.8943157747463,"PR2"
"X101_Chain",47,8.13633901439167,"PR2"
"X12_CB8.1",47,0.0773996211439682,"PR2"
"X151_Southern.study.area",47,2.58845654849561,"PR2"
"X37_Tuggerah.Lakes",47,63.7,"PR2"
"X207_Hadley.Harbor",47,0.748333333333333,"PR2"
"W39_CB5MH...Chesapeake.Bay",47,13.8930136485571,"PR2"
"X8_Roviana.Lagoon",47,1.18662429810097,"PR2"
"X127_Phu.Quoc.Island",47,56.0394426706369,"PR2"
"T1_Vanga",47,10.5353330834644,"PR2"
"X62_Paka..Terengganu..lagoon",47,0.494344014940547,"PR2"
"X217_Alligator.Bank..Karumba",47,11.4823795603666,"PR2"
"X62_Pengkalan.Nangka..Kelantan..lagoon",47,0.409621526338642,"PR2"
"T1_Gazi",47,2.45284824226827,"PR2"
"X363_Leyte...Samar",47,6.58524580009824,"PR2"
"X24_MNS",47,0.00450549181690587,"PR2"
"X47_Straits.of.Johor",47,41.8686203161084,"PR2"
"X38_Cam.Ranh.Bay",47,0.972872174287573,"PR2"
"T1_Faza",47,64.0689630384517,"PR2"
"W54_Peace.River..Upper.Charlotte.Harbor",47,7.90833940479593,"PR2"
"W7.356_Lysekil",47,5.56666666666667,"PR2"
"X184_Cam.Ranh.Bay...Thuy.Trieu.Lagoon",47,11.3334875534777,"PR2"
"X174_Ba.Province",47,0.706950385195327,"PR2"
"W68_Corner.Inlet...Duck.Point",47,4.53333333333333,"PR2"
"X221_Devipattinam",47,4.25435815744947,"PR2"
"X221_Munaikkadu",47,0.117047812918709,"PR2"
"X96_Reef.Flat",47,0.0946240575007327,"PR2"
"X230_Baraulu.Village",47,0.000704071548470339,"PR2"
"W42.340_Outside.Cartagena.Bay",47,4.34169035445389,"PR2"
"X106_Pulau.Sekudu",47,0.126666666666667,"PR2"
"X106_Tanjung.Raya",47,0.563333333333333,"PR2"
"X232_Arguin.Bank...Zostera.noltii",47,0.166666666666667,"PR2"
"X65_Patch.4...McCormacks.Beach",47,6.16666666666667e-06,"PR2"
"X106_Tanjung.Pandan..Cyrene.Reef.",47,0.738338327160149,"PR2"
"W68_Western.Port.Scrub.Point",47,3.57040674205971,"PR2"
"W68_Corner.Inlet..Granite.Island",47,7.79290283762348,"PR2"
"W68_Western.Port.Rhyll",47,0.517109255822661,"PR2"
"X323_Central.Area",47,73.2343232501269,"PR2"
"X112_Barnegat.Bay...Little.Egg.Harbor",47,159.801026410004,"PR2"
"W40_Cohasset.Harbor",47,1.40545133730254,"PR2"
"X259_Stromstad",47,1.4739033353067,"PR2"
"X288a_Cartagena.Bay",47,24.0351930601319,"PR2"
"W42.340_Inside.Cartagena.Bay",47,20.4790287949724,"PR2"
"W2_Sarasota.Bay",47,17.7123248081536,"PR2"
"W54_San.Carlos.Bay..Lower.Charlotte.Harbor",47,13.0798699990951,"PR2"
"W2_Upper.Charlotte.Harbor",47,0,"PR2"
"W54_Pine.Island.Sound..Lower.Charlotte.Harbor",47,0,"PR2"
"W54_Matlacha.Pass..Lower.Charlotte.Harbor",47,5.72946483070455,"PR2"
"W54_Placida..Upper.Charlotte.Harbor",47,4.25165546547904,"PR2"
"W54_South.Harbor..Upper.Charlotte.Harbor",47,0,"PR2"
"W66_Turnbull.Creek",47,1.73818512142381,"PR2"
"W54_Myakka.River..Upper.Charlotte.Harbor",47,0.924696318141566,"PR2"
"W54_West.Wall..Upper.Charlotte.Harbor",47,2.18761622766792,"PR2"
"W54_East.Wall..Upper.Charlotte.Harbor",47,0.310529542339134,"PR2"
"W54_Middle.Harbor..Upper.Charlotte.Harbor",47,0.34794734568037,"PR2"
"W54_Lemon.Bay",47,0,"PR2"
"X328_Tampa.Bay",47,140.125900221191,"PR2"
"X260_Terminal.Flats",47,0.130668277383488,"PR2"
"X327_Vieques",47,0.465150602932896,"PR2"
"W35.321_North.Vero..NV.",47,4.27590202039353,"PR2"
"X224_Steinhatchee.South",47,0,"PR2"
"W2_Tampa.Bay",47,522.114585842298,"PR2"
"X224_Steinhatchee.North",47,0,"PR2"
"X224_Keaton.Beach",47,0,"PR2"
"X224_Fenholloway",47,0,"PR2"
"X224_Horeshoe.Beach.West",47,0,"PR2"
"X224_St.Marks.East",47,7.18510749663042,"PR2"
"X224_St.Marks.West",47,3.49975682291436,"PR2"
"X23_Estero.Bay",47,4.20638314506791,"PR2"
"X224_Econfina",47,0,"PR2"
"X224_Aucilla",47,0,"PR2"
"X224_Horeshoe.Beach.East",47,13.994147025928,"PR2"
"X216_Petit.Bols.Island",47,1.0845102718117,"PR2"
"X232_Arcachon.Bay...Zostera.noltii",47,24.0086591535845,"PR2"
"X205_Bahia.de.la.Ascension",47,0,"PR2"
"W58.31_All.Kromme",47,0.161002453873762,"PR2"
"X11_Tampa.Bay",47,130.264909844639,"PR2"
"X87_Tampa.Bay",47,127.577947779606,"PR2"
"X36_Kees.Bayou",47,0.00415609984864586,"PR2"
"X312_Southern.Sector",47,0,"PR2"
"W49_Medes.Islands",47,0,"PR2"
"X312_Central.Sector",47,0.167043298116129,"PR2"
"X312_Northern.Sector",47,1.99147536604009,"PR2"
"W9.348_Vaccares.Lagoon",47,59.989248660207,"PR2"
"X323_Western.Area",47,8.4660463090158,"PR2"
"X323_Eastern.Area",47,24.9801400623555,"PR2"
"X12_LE3.6",47,0.334617762639278,"PR2"
"X116_Laigueglia..LA.",47,4.6524433380897,"PR2"
"X116_Santo.Stefano.al.Mare..SS.",47,3.88070904147956,"PR2"
"X116_Sanremo..SR.",47,0,"PR2"
"X116_Arenzano..AR.",47,0.872160265456147,"PR2"
"X116_Ventimiglia..VM.",47,1.59809880687088,"PR2"
"X116_Isola.Gallinara..GA.",47,2.18523984524868,"PR2"
"X116_Vado.Ligure..VA.",47,0.513624204758171,"PR2"
"X116_Albenga...Loano..AL.",47,0,"PR2"
"X116_Isola.di.Bergeggi..BE.",47,0.615844746902988,"PR2"
"X116_Porto.Maurizio..PM.",47,0.417751140914312,"PR2"
"X152_Gulf.of.St.Florent",47,0.209129751781374,"PR2"
"X116_Diano.Marina..DM.",47,0,"PR2"
"X125_Gulf.of.Oristano...Area.2",47,51.78235844075,"PR2"
"X125_Gulf.of.Oristano...Area.1",47,21.7567396710134,"PR2"
"X12_CB5.4W",47,0.840173834875388,"PR2"
"X151_Gold.Coast.Broadwater",47,27.0218320082116,"PR2"
"X114_Costa.de.Gale",47,0.00281356041950252,"PR2"
"R1_Pembroke.river",47,0.184312187623348,"PR2"
"X290_Nothfrisian.Wadden.Sea",47,103.973488632109,"PR2"
"X6_Area.D",47,0.0790698401172755,"PR2"
"R1_Garron.pill",47,0.0159347175174098,"PR2"
"X164_Jade.Bay",47,11.1793985396193,"PR2"
"X259_Stenungsund",47,0,"PR2"
"X259_Lysekil",47,0.131723627178332,"PR2"
"X143_Northfrisian.Wadden.Sea",47,40.0451710195668,"PR2"
"X196_Troia.Peninsula...Sado.Estuary",47,0.00595346160784111,"PR2"
"X286_Chausey.Archipelago",47,11.7544747756759,"PR2"
"X320_North.Haven",47,0.000435887417146942,"PR2"
"X233_Bourgneuf.Bay",47,5.03085299496843,"PR2"
"R1_Hobbs.point",47,0.0336188047318568,"PR2"
"R1_Sprinkle.Pill",47,0.0111514052206095,"PR2"
"W1_Chincoteague.Bay",47,24.914630218394,"PR2"
"X142_Elkhorn.Slough",47,0.070973027642069,"PR2"
"X116_Noli...Spotorno..NS.",47,0.441603233851689,"PR2"
"X306_Maryland.Coastal.Bays",47,17.9367423539401,"PR2"
"X216_Horn.Island",47,0.776574206484705,"PR2"
"X284_Yaquina.Estuary",47,2.72894600532487,"PR2"
"X125_Gulf.of.Oristano...Area.3",47,342.35274438547,"PR2"
"X216_Cat.Island",47,0.512317938024634,"PR2"
"X101_Moreton",47,16.2539280319615,"PR2"
"W35.321_Melbourne.Palm.Bay..MP.",47,0.696088640660119,"PR2"
"X62_Punang.Sari.estuary..Lawas.",47,2.65933339234301,"PR2"
"X116_Albissola.Marina...Celle.Ligure..AC.",47,0.374575420041992,"PR2"
"X187_Kaipara.Harbour...Control.1",47,0.00219143030185909,"PR2"
"X96_Lagoon",47,0.0658524055161073,"PR2"
"W35.321_South.Vero..SV.",47,1.12354446786268,"PR2"
"W1_Sinepuxent.Bay",47,1.33905941107063,"PR2"
"X187_Kaipara.Harbour...Control.5",47,0.000971745985897775,"PR2"
"X12_LE5.5.W",47,0.314028606200983,"PR2"
"X12_ET9.1",47,0.897440622487056,"PR2"
"X6_Area.B",47,0.117614950763901,"PR2"
"R1_Carew",47,0.0268708101411952,"PR2"
"X114_Ponta.do.Adoche",47,0.00586533167642295,"PR2"
"X199_Church.Bay",47,1.0124462764986,"PR2"
"W39_BIGMH...Big.Annenessex",47,0.22324819251014,"PR2"
"R1_Angle",47,0.151185415346697,"PR2"
"X116_Savona..SV.",47,0.0477661764578977,"PR2"
"W39_PIAMH...Piankatank",47,0.930737056619695,"PR2"
"X6_Area.C",47,0.151390439938002,"PR2"
"W68_Port.Phillip.Bay.Kirk.Pt",47,0.075124256880395,"PR2"
"X218_Mumford.Cove",47,0.026774935952331,"PR2"
"X65_Patch.3...McCormacks.Beach",47,7.59700365481604e-06,"PR2"
"X24_PLA",47,0.00059391030916272,"PR2"
"X216_West.Ship.Island",47,0.0170227608821656,"PR2"
"X36_State.Park",47,0.000721237408446952,"PR2"
"X41_Pairs.1...2",47,0.00120014497107977,"PR2"
"X216_East.Ship.Island",47,0.0150185613999926,"PR2"
"X41_Pairs.3...4",47,0.00432696468491933,"PR2"
"W40_Lewis.Bay",47,0.000301466307967632,"PR2"
"W12_Urangan",47,0.0343425059223489,"PR2"
"X307_Pointe.de.l.Arc",47,0.00322293321065451,"PR2"
"X24_PAS",47,0.000317594892594086,"PR2"
"X6_Area.A",47,0.00656086282426979,"PR2"
"X12_LE5.4",47,0.00759792807613317,"PR2"
"R1_Cosheston",47,0.000144059742316889,"PR2"
"X114_Ria.Formosa.lagoon",47,0.000376518774952959,"PR2"
"X12_EE3.3",47,6.3010418200366e-05,"PR2"
"W12_Northern.Great.Sandy.Strait",47,0.0849331421886995,"PR2"
"W10_Mondego.Estuary..South.Arm.",47,0.000199012240175866,"PR2"
"X65_Patch.2...McCormacks.Beach",47,7.00338268153341e-09,"PR2"
"W40_Boston.Harbor.North",47,3.76874219982493e-05,"PR2"
"X242_Virginia.Coastal.Bays",47,0.000693325843406165,"PR2"
"W12_Wanggoolba.Creek",47,8.54945399415129e-05,"PR2"
"X65_Patch.1...McCormacks.Beach",47,7.09695885043956e-10,"PR2"
"R1_Pwllcrochan.flats",47,1.4211145644312e-06,"PR2"
"X307_Figuerolles",47,1.78886507017667e-06,"PR2"
"X198_Mondego.Estuary",47,1.13631860424105e-07,"PR2"
"W1_Southern.Delmarva.Coastal.Bays",47,9.84438924863397e-07,"PR2"
"X187_Kaipara.Harbour...Oyster.Farm",47,1.90248920202359e-09,"PR2"
"X114_Mondego.River",47,1.14828850470661e-07,"PR2"
"W54_Caloosahatchee.River..Lower.Charlotte.Harbor",47,1.82351964931629e-06,"PR2"
"X313_Lake.Nakaumi",47,1.22473084644973e-05,"PR2"
